Brand,Price,Location,Rating,Sold
Asus,Rp7.399.000,Jakarta Utara,4.8,40+ terjual
Hp,Rp20.497.000,Jakarta Utara,0,0 terjual
Axioo,Rp3.805.000,Malang,0,0 terjual
Msi,Rp3.300.000,Tangerang,0,0 terjual
Dell,Rp4.090.000,Jakarta Pusat,5.0,2 terjual
Asus,Rp2.550.000,Kab. Sleman,0,0 terjual
Asus,Rp4.749.000,Jakarta Timur,5.0,26 terjual
Acer,Rp1.650.000,Malang,0,0 terjual
Vaio,Rp1.550.000,Jakarta Pusat,5.0,3 terjual
Lenovo,Rp2.750.000,Depok,4.9,50+ terjual
Lenovo,Rp5.635.000,Tangerang Selatan,5.0,1 terjual
Dell,Rp1.930.000,Jakarta Barat,4.9,70+ terjual
Lenovo,Rp950.000,Jakarta Utara,4.8,1rb+ terjual
Lenovo,Rp5.799.000,Makassar,4.9,40+ terjual
Lenovo,Rp3.000.000,Yogyakarta,5.0,80+ terjual
Lenovo,Rp660.000,Jakarta Pusat,0,0 terjual
Microsoft,Rp1.430.000,Jakarta Utara,5.0,70+ terjual
Lenovo,Rp5.499.000,Jakarta Barat,4.9,100+ terjual
Asus,Rp2.438.000,Jakarta Barat,4.2,21 terjual
Acer,Rp930.000,Malang,0,3 terjual
Asus,Rp15.099.000,Jakarta Utara,5.0,250+ terjual
Asus,Rp900.000,Jakarta Pusat,0,0 terjual
Asus,Rp450.000,Jakarta Pusat,0,0 terjual
Lenovo,Rp65.000,Bekasi,5.0,1 terjual
Toshiba,Rp1.900.000,Bogor,0,2 terjual
Hp,Rp1.350.000,Jakarta Utara,0,1 terjual
Asus,Rp2.000.000,Jakarta Barat,0,0 terjual
Dell,Rp3.055.000,Surabaya,0,1 terjual
Lenovo,Rp13.750.000,Kab. Bandung,4.6,7 terjual
Xiaomi,Rp2.600.000,Surabaya,0,0 terjual
Lenovo,Rp1.050.000,Jakarta Utara,4.9,100+ terjual
Lenovo,Rp3.400.000,Jakarta Pusat,5.0,1 terjual
Advan,Rp3.979.000,Jakarta Utara,5.0,100+ terjual
Axioo,Rp5.389.000,Jakarta Selatan,5.0,500+ terjual
Axioo,Rp9.399.000,Jakarta Utara,5.0,15 terjual
Axioo,Rp4.199.000,Jakarta Selatan,4.9,250+ terjual
Asus,Rp4.139.000,Jakarta Utara,4.9,250+ terjual
Ast,Rp14.115.600,Jakarta Barat,0,0 terjual
Hp,Rp4.700.000,Jakarta Pusat,5.0,50+ terjual
Acer,Rp8.950.000,Jakarta Utara,5.0,100+ terjual
Hp,Rp3.320.000,Kab. Sleman,5.0,7 terjual
Asus,Rp5.749.000,Kab. Tangerang,5.0,100+ terjual
Asus,Rp7.399.000,Jakarta Utara,4.9,100+ terjual
Asus,Rp1.680.000,Jakarta Utara,0,0 terjual
Asus,Rp12.889.000,Jakarta Utara,5.0,750+ terjual
Asus,Rp2.300.000,Malang,0,0 terjual
Acer,Rp6.159.000,Jakarta Pusat,5.0,3 terjual
Hp,Rp6.990.000,Jakarta Utara,4.9,100+ terjual
Asus,Rp19.999.000,Jakarta Utara,5.0,7 terjual
Advan,Rp4.449.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp7.399.000,Jakarta Utara,5.0,500+ terjual
Lenovo,Rp7.799.000,Jakarta Utara,4.9,50+ terjual
Dell,Rp1.200.000,Bandung,5.0,12 terjual
Asus,Rp7.899.000,Jakarta Barat,5.0,1 terjual
Asus,Rp9.899.000,Jakarta Pusat,5.0,4 terjual
Asus,Rp9.699.000,Jakarta Utara,0,0 terjual
Asus,Rp8.899.000,Jakarta Pusat,5.0,24 terjual
Asus,Rp9.359.000,Jakarta Pusat,5.0,500+ terjual
Asus,Rp8.399.000,Jakarta Pusat,5.0,7 terjual
Infinix,Rp3.350.000,Malang,0,0 terjual
Asus,Rp2.750.000,Jakarta Selatan,5.0,3 terjual
Axioo,Rp7.649.000,Jakarta Selatan,5.0,50+ terjual
Hp,Rp5.949.000,Jakarta Pusat,5.0,5 terjual
Lenovo,Rp1.475.000,Surabaya,5.0,6 terjual
Hp,Rp2.249.250,Jakarta Barat,4.8,29 terjual
Lenovo,Rp13.799.000,Jakarta Utara,0,0 terjual
Lenovo,Rp8.399.000,Jakarta Barat,5.0,500+ terjual
Lenovo,Rp300.000,Kab. Gresik,0,2 terjual
Asus,Rp2.000.000,Bandung,0,0 terjual
Asus,Rp11.499.000,Jakarta Pusat,5.0,8 terjual
Lenovo,Rp3.650.000,Jakarta Pusat,5.0,70+ terjual
Axioo,Rp2.749.000,Jakarta Selatan,5.0,250+ terjual
Advan,Rp7.999.000,Tangerang,4.4,13 terjual
Asus,Rp3.100.000,Tangerang,0,1 terjual
Asus,Rp1.250.000,Jakarta Barat,4.8,70+ terjual
Hp,Rp2.500.000,Jakarta Barat,4.7,250+ terjual
Asus,Rp7.399.000,Surabaya,0,2 terjual
Lenovo,Rp1.600.000,Jakarta Barat,5.0,6 terjual
Hp,Rp1.950.000,Jakarta Barat,4.1,100+ terjual
Asus,Rp6.500.000,Depok,5.0,1 terjual
Lenovo,Rp2.850.000,Jakarta Barat,5.0,16 terjual
Asus,Rp5.399.000,Jakarta Utara,5.0,250+ terjual
Asus,Rp650.000,Tangerang,0,1 terjual
Lenovo,Rp7.939.000,Jakarta Utara,5.0,1 terjual
Lenovo,Rp4.489.000,Jakarta Selatan,0,0 terjual
Zyrex,Rp3.999.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp50.999.000,Jakarta Pusat,5.0,5 terjual
Lenovo,Rp3.100.000,Jakarta Barat,5.0,18 terjual
Lenovo,Rp9.499.000,Jakarta Barat,5.0,3 terjual
Asus,Rp9.349.000,Jakarta Selatan,5.0,1 terjual
Lenovo,Rp5.549.000,Jakarta Pusat,5.0,2 terjual
Apple,Rp11.000.000,Kab. Tangerang,5.0,50+ terjual
Lenovo,Rp6.949.000,Jakarta Selatan,4.9,30+ terjual
Zyrex,Rp2.599.000,Jakarta Utara,5.0,11 terjual
Asus,Rp13.000.000,Surabaya,5.0,9 terjual
Samsung,Rp9.649.000,Tangerang,5.0,2 terjual
Asus,Rp850.000,Malang,5.0,1 terjual
Asus,Rp8.909.000,Jakarta Timur,5.0,30+ terjual
Lenovo,Rp1.530.000,Malang,5.0,2 terjual
Axioo,Rp4.229.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp5.850.000,Kab. Tangerang,4.9,250+ terjual
Lenovo,Rp11.699.000,Jakarta Utara,5.0,40+ terjual
Lenovo,Rp5.299.000,Jakarta Selatan,0,0 terjual
Axioo,Rp4.399.000,Jakarta Timur,4.9,250+ terjual
Asus,Rp10.899.000,Jakarta Utara,5.0,24 terjual
Hp,Rp16.689.000,Jakarta Utara,5.0,4 terjual
Apple,Rp4.950.000,Tangerang Selatan,5.0,2 terjual
Asus,Rp8.500.000,Bandung,4.3,6 terjual
Lenovo,Rp8.179.000,Surabaya,4.9,50+ terjual
Dell,Rp13.499.000,Depok,0,0 terjual
Hp,Rp2.500.000,Jakarta Pusat,5.0,70+ terjual
Dell,Rp2.467.500,Jakarta Pusat,4.8,28 terjual
Advan,Rp3.920.000,Jakarta Pusat,4.9,750+ terjual
Lenovo,Rp4.999.000,Jakarta Barat,5.0,90+ terjual
Toshiba,Rp6.000.000,Jakarta Barat,4.8,100+ terjual
Lenovo,Rp970.000,Jakarta Barat,4.8,100+ terjual
Axioo,Rp2.449.000,Jakarta Utara,4.9,1rb+ terjual
Lenovo,Rp3.000.000,Jakarta Utara,5.0,90+ terjual
Hp,Rp6.099.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp8.149.000,Jakarta Utara,4.9,750+ terjual
Lenovo,Rp8.149.000,Jakarta Utara,4.8,500+ terjual
Lenovo,Rp3.850.000,Jakarta Barat,4.9,100+ terjual
Advan,Rp4.499.000,Jakarta Utara,5.0,100+ terjual
Hp,Rp11.799.000,Jakarta Selatan,4.9,100+ terjual
Axioo,Rp4.229.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp13.447.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp8.039.000,Jakarta Utara,5.0,500+ terjual
Axioo,Rp2.449.000,Jakarta Utara,5.0,500+ terjual
Asus,Rp10.849.000,Jakarta Utara,4.9,2rb+ terjual
Advan,Rp2.499.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp3.849.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp25.299.000,Jakarta Pusat,4.9,100+ terjual
Advan,Rp2.499.000,Bogor,4.9,100+ terjual
Acer,Rp5.660.000,Jakarta Pusat,5.0,500+ terjual
Lenovo,Rp2.999.999,Jakarta Barat,4.9,250+ terjual
Hp,Rp11.889.000,Jakarta Utara,4.9,250+ terjual
Lenovo,Rp2.649.999,Bandung,4.9,100+ terjual
Lenovo,Rp4.379.000,Jakarta Utara,5.0,100+ terjual
Axioo,Rp4.199.000,Jakarta Utara,5.0,500+ terjual
Asus,Rp14.469.000,Jakarta Selatan,5.0,100+ terjual
Lenovo,Rp5.579.000,Jakarta Utara,4.9,750+ terjual
Hp,Rp5.699.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp5.579.000,Jakarta Utara,5.0,250+ terjual
Hp,Rp5.891.000,Jakarta Pusat,5.0,250+ terjual
Asus,Rp13.099.000,Jakarta Pusat,5.0,250+ terjual
Axioo,Rp7.249.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp11.189.000,Jakarta Pusat,5.0,100+ terjual
Advan,Rp3.920.000,Jakarta Pusat,5.0,100+ terjual
Hp,Rp8.499.000,Jakarta Pusat,5.0,250+ terjual
Lenovo,Rp5.999.000,Kab. Bogor,5.0,100+ terjual
Asus,Rp3.779.000,Jakarta Utara,5.0,500+ terjual
Asus,Rp15.099.000,Jakarta Utara,5.0,250+ terjual
Hp,Rp5.792.000,Jakarta Utara,4.9,100+ terjual
Hp,Rp4.949.000,Jakarta Pusat,5.0,90+ terjual
Advan,Rp2.348.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp2.400.000,Jakarta Utara,5.0,100+ terjual
Axioo,Rp4.229.000,Jakarta Pusat,5.0,100+ terjual
Acer,Rp4.689.000,Jakarta Selatan,5.0,100+ terjual
Axioo,Rp6.599.000,Jakarta Selatan,5.0,100+ terjual
Lenovo,Rp4.679.000,Jakarta Pusat,5.0,1rb+ terjual
Lenovo,Rp3.499.000,Jakarta Barat,4.8,100+ terjual
Axioo,Rp4.216.000,Jakarta Pusat,4.9,750+ terjual
Asus,Rp6.849.000,Jakarta Pusat,4.9,100+ terjual
Asus,Rp12.299.000,Jakarta Utara,5.0,250+ terjual
Lenovo,Rp9.899.000,Jakarta Utara,4.9,100+ terjual
Axioo,Rp2.449.000,Jakarta Pusat,5.0,80+ terjual
Asus,Rp5.689.000,Bogor,5.0,250+ terjual
Lenovo,Rp2.500.000,Kab. Tangerang,5.0,750+ terjual
Lenovo,Rp9.649.000,Jakarta Pusat,4.9,100+ terjual
Lenovo,Rp5.249.000,Jakarta Selatan,5.0,250+ terjual
Lenovo,Rp8.999.000,Jakarta Pusat,5.0,90+ terjual
Lenovo,Rp3.335.000,Jakarta Barat,5.0,6 terjual
Msi,Rp5.849.000,Surabaya,5.0,1 terjual
Lenovo,Rp10.929.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp12.397.000,Jakarta Utara,5.0,15 terjual
Acer,Rp1.500.000,Malang,0,0 terjual
Acer,Rp13.299.000,Jakarta Timur,5.0,15 terjual
Hp,Rp1.850.000,Bekasi,0,1 terjual
Lenovo,Rp3.200.000,Jakarta Utara,5.0,28 terjual
Acer,Rp4.689.000,Jakarta Selatan,5.0,100+ terjual
Hp,Rp10.299.000,Jakarta Utara,4.9,30+ terjual
Asus,Rp10.799.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp2.100.000,Kab. Bekasi,4.7,13 terjual
Asus,Rp7.500.000,Bandung,5.0,1 terjual
Hp,Rp600.000,Kab. Bekasi,4.8,60+ terjual
Lenovo,Rp3.699.999,Jakarta Barat,4.9,250+ terjual
Dell,Rp25.999.000,Bandung,5.0,3 terjual
Asus,Rp8.500.000,Jakarta Barat,5.0,5 terjual
Lenovo,Rp2.649.999,Jakarta Barat,4.9,40+ terjual
Lenovo,Rp3.990.000,Jakarta Utara,4.9,100+ terjual
Hp,Rp11.799.000,Jakarta Selatan,4.9,100+ terjual
Lenovo,Rp16.999.000,Jakarta Utara,5.0,30+ terjual
Lenovo,Rp11.699.000,Jakarta Utara,5.0,40+ terjual
Dell,Rp3.290.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp4.379.000,Surabaya,5.0,40+ terjual
Asus,Rp7.935.000,Jakarta Pusat,4.9,500+ terjual
Asus,Rp9.299.000,Jakarta Pusat,0,0 terjual
Lenovo,Rp4.379.000,Kab. Karawang,0,5 terjual
Hp,Rp5.399.000,Jakarta Barat,5.0,100+ terjual
Lenovo,Rp4.479.000,Jakarta Utara,5.0,7 terjual
Advan,Rp6.825.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp9.699.000,Tangerang Selatan,0,0 terjual
Asus,Rp6.910.000,Jakarta Pusat,0,1 terjual
Lenovo,Rp6.899.000,Jakarta Selatan,4.8,29 terjual
Dell,Rp110.000.000,Jakarta Pusat,0,0 terjual
Lenovo,Rp8.999.000,Jakarta Selatan,5.0,8 terjual
Lenovo,Rp4.799.000,Jakarta Utara,5.0,4 terjual
Hp,Rp6.399.000,Jakarta Utara,5.0,250+ terjual
Lenovo,Rp6.349.000,Surabaya,5.0,30+ terjual
Dell,Rp2.800.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp6.899.000,Jakarta Utara,4.7,250+ terjual
Axioo,Rp8.399.000,Depok,5.0,6 terjual
Lenovo,Rp2.450.000,Jakarta Pusat,4.8,13 terjual
Infinix,Rp6.799.000,Jakarta Pusat,4.9,250+ terjual
Lenovo,Rp2.749.000,Jakarta Pusat,4.8,500+ terjual
Lenovo,Rp12.699.000,Jakarta Utara,5.0,19 terjual
Acer,Rp5.368.146,Surabaya,5.0,6 terjual
Lenovo,Rp5.549.000,Jakarta Utara,5.0,750+ terjual
Asus,Rp7.049.000,Jakarta Pusat,4.9,100+ terjual
Lenovo,Rp13.654.000,Tasikmalaya,0,0 terjual
Msi,Rp10.199.000,Jakarta Pusat,5.0,15 terjual
Asus,Rp12.299.000,Jakarta Utara,4.9,250+ terjual
Axioo,Rp3.305.000,Malang,5.0,1 terjual
Msi,Rp114.999.000,Jakarta Pusat,0,2 terjual
Fujitsu,Rp5.190.000,Batam,5.0,2 terjual
Lenovo,Rp5.549.000,Jakarta Utara,5.0,250+ terjual
Dell,Rp14.099.000,Jakarta Pusat,5.0,250+ terjual
Lenovo,Rp17.489.000,Jakarta Pusat,0,2 terjual
Lenovo,Rp3.600.000,Bandung,0,0 terjual
Hp,Rp4.100.000,Kab. Bekasi,0,0 terjual
Asus,Rp13.399.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp8.139.000,Jakarta Utara,4.9,100+ terjual
Asus,Rp5.399.000,Jakarta Pusat,4.8,100+ terjual
Asus,Rp5.899.000,Jakarta Pusat,4.9,100+ terjual
Asus,Rp10.879.000,Makassar,0,0 terjual
Axioo,Rp7.649.000,Surabaya,5.0,30+ terjual
Asus,Rp7.400.000,Jakarta Pusat,5.0,21 terjual
Hp,Rp1.100.000,Jakarta Pusat,5.0,16 terjual
Advan,Rp6.999.000,Kab. Tangerang,4.9,100+ terjual
Acer,Rp12.899.000,Jakarta Utara,0,0 terjual
Asus,Rp9.359.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp4.776.000,Makassar,5.0,5 terjual
Asus,Rp4.149.000,Bekasi,5.0,60+ terjual
Lenovo,Rp4.299.000,Jakarta Barat,4.9,100+ terjual
Asus,Rp7.499.000,Jakarta Utara,5.0,90+ terjual
Acer,Rp2.300.000,Malang,0,1 terjual
Hp,Rp3.150.000,Surabaya,5.0,2 terjual
Asus,Rp3.951.000,Jakarta Pusat,5.0,1rb+ terjual
Msi,Rp7.349.000,Jakarta Barat,5.0,1 terjual
Lenovo,Rp3.250.000,Medan,0,5 terjual
Acer,Rp8.135.770,Jakarta Pusat,4.9,100+ terjual
Axioo,Rp4.229.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp3.700.000,Tangerang Selatan,5.0,9 terjual
Asus,Rp5.689.000,Jakarta Selatan,5.0,16 terjual
Lenovo,Rp4.379.000,Surabaya,5.0,30+ terjual
Lenovo,Rp6.949.000,Jakarta Utara,4.9,1rb+ terjual
Asus,Rp7.499.000,Jakarta Utara,4.8,40+ terjual
Asus,Rp14.469.000,Jakarta Selatan,5.0,100+ terjual
Asus,Rp5.805.000,Jakarta Pusat,5.0,100+ terjual
Dell,Rp4.000.000,Jakarta Pusat,0,0 terjual
Hp,Rp7.099.000,Jakarta Utara,5.0,80+ terjual
Lenovo,Rp6.579.000,Jakarta Selatan,5.0,2rb+ terjual
Lenovo,Rp6.650.000,Jakarta Barat,5.0,4 terjual
Dell,Rp1.300.000,Jakarta Barat,4.8,60+ terjual
Hp,Rp2.500.000,Jakarta Barat,4.7,100+ terjual
Lenovo,Rp4.999.000,Jakarta Barat,5.0,90+ terjual
Acer,Rp3.300.000,Malang,0,0 terjual
Dell,Rp6.150.000,Cirebon,0,0 terjual
Lenovo,Rp2.250.000,Malang,0,0 terjual
Samsung,Rp14.899.000,Jakarta Utara,4.8,40+ terjual
Axioo,Rp550.000,Jakarta Barat,4.9,40+ terjual
Lenovo,Rp2.390.000,Jakarta Pusat,5.0,30+ terjual
Asus,Rp9.429.000,Jakarta Utara,5.0,500+ terjual
Hp,Rp3.499.999,Bandung,4.7,15 terjual
Asus,Rp9.599.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp10.419.000,Jakarta Pusat,4.8,250+ terjual
Lenovo,Rp2.850.000,Yogyakarta,5.0,8 terjual
Lenovo,Rp5.549.000,Jakarta Utara,5.0,250+ terjual
Axioo,Rp1.950.000,Malang,4.0,2 terjual
Advan,Rp2.999.000,Jakarta Utara,5.0,100+ terjual
Asus,Rp12.999.000,Bandung,5.0,1 terjual
Axioo,Rp2.749.000,Jakarta Selatan,5.0,1rb+ terjual
Lenovo,Rp14.499.000,Jakarta Pusat,5.0,18 terjual
Dell,Rp105.000,Jakarta Pusat,0,1 terjual
Advan,Rp2.348.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp1.600.000,Yogyakarta,5.0,50+ terjual
Lenovo,Rp2.759.000,Kab. Sleman,0,1 terjual
Hp,Rp5.349.000,Jakarta Utara,5.0,100+ terjual
Lenovo,Rp2.500.000,Jakarta Barat,5.0,4 terjual
Lenovo,Rp6.789.000,Jakarta Utara,4.9,250+ terjual
Lenovo,Rp7.799.000,Jakarta Selatan,5.0,40+ terjual
Acer,Rp16.599.000,Surabaya,0,0 terjual
Lenovo,Rp9.899.000,Jakarta Utara,4.9,100+ terjual
Lenovo,Rp1.700.000,Jakarta Utara,4.9,100+ terjual
Dell,Rp1.800.000,Jakarta Barat,4.8,250+ terjual
Lenovo,Rp4.379.000,Jakarta Utara,5.0,100+ terjual
Amoli,Rp3.430.000,Jakarta Barat,4.9,1rb+ terjual
Msi,Rp9.299.000,Jakarta Pusat,5.0,7 terjual
Lenovo,Rp6.999.000,Jakarta Utara,4.8,90+ terjual
Asus,Rp17.500.000,Kab. Lebak,0,2 terjual
Hp,Rp3.900.000,Jakarta Barat,5.0,80+ terjual
Asus,Rp7.199.000,Jakarta Selatan,5.0,10 terjual
Dell,Rp185.399.000,Tangerang,0,0 terjual
Lenovo,Rp3.500.000,Jakarta Pusat,5.0,250+ terjual
Lenovo,Rp6.399.000,Jakarta Barat,5.0,100+ terjual
Msi,Rp9.899.000,Jakarta Pusat,5.0,100+ terjual
Lenovo,Rp6.950.000,Jakarta Utara,5.0,21 terjual
Asus,Rp8.499.000,Jakarta Pusat,4.9,60+ terjual
Lenovo,Rp1.500.000,Malang,0,0 terjual
Axioo,Rp4.199.000,Jakarta Utara,5.0,500+ terjual
Asus,Rp3.779.000,Jakarta Utara,5.0,500+ terjual
Asus,Rp3.690.900,Jakarta Pusat,0,1 terjual
Lenovo,Rp11.189.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp7.499.000,Jakarta Pusat,5.0,2 terjual
Acer,Rp2.200.000,Jakarta Pusat,5.0,24 terjual
Lenovo,Rp13.799.000,Jakarta Utara,5.0,100+ terjual
Hp,Rp5.599.000,Jakarta Utara,5.0,4 terjual
Asus,Rp7.231.000,Jakarta Pusat,5.0,80+ terjual
Lenovo,Rp21.500.000,Depok,0,0 terjual
Lenovo,Rp4.399.000,Pontianak,0,0 terjual
Asus,Rp5.899.000,Jakarta Utara,5.0,500+ terjual
Asus,Rp2.700.000,Jakarta Barat,4.9,100+ terjual
Asus,Rp24.899.000,Jakarta Pusat,5.0,9 terjual
Axioo,Rp3.155.000,Malang,0,0 terjual
Advan,Rp4.677.000,Jakarta Pusat,4.9,90+ terjual
Asus,Rp5.099.000,Depok,0,0 terjual
Hp,Rp10.000.000,Jakarta Pusat,5.0,19 terjual
Lenovo,Rp2.000.000,Jakarta Barat,4.7,100+ terjual
Asus,Rp5.908.000,Jakarta Pusat,5.0,100+ terjual
Hp,Rp4.500.000,Bekasi,0,0 terjual
Hp,Rp15.549.000,Jakarta Pusat,4.9,100+ terjual
Lenovo,Rp4.379.000,Jakarta Utara,4.9,100+ terjual
Hp,Rp11.889.000,Jakarta Utara,4.9,500+ terjual
Asus,Rp8.032.000,Jakarta Utara,5.0,17 terjual
Tecno,Rp5.999.000,Jakarta Selatan,5.0,100+ terjual
Lenovo,Rp1.345.000,Malang,5.0,2 terjual
Asus,Rp11.299.000,Jakarta Barat,5.0,8 terjual
Lenovo,Rp1.550.000,Surabaya,4.9,100+ terjual
Lenovo,Rp11.449.000,Jakarta Selatan,5.0,4 terjual
Hp,Rp9.935.000,Jakarta Utara,5.0,14 terjual
Lenovo,Rp3.250.000,Jakarta Barat,0,1 terjual
Infinix,Rp7.199.000,Jakarta Pusat,4.8,100+ terjual
Advan,Rp2.899.000,Kab. Tangerang,4.9,3rb+ terjual
Asus,Rp4.619.000,Denpasar,4.9,50+ terjual
Asus,Rp8.339.000,Jakarta Utara,5.0,40+ terjual
Fujitsu,Rp4.090.000,Jakarta Pusat,5.0,100+ terjual
Asus,Rp6.149.000,Medan,5.0,4 terjual
Asus,Rp14.999.000,Bekasi,5.0,1 terjual
Lenovo,Rp3.299.999,Bandung,5.0,2 terjual
Asus,Rp1.650.000,Jakarta Barat,4.2,30+ terjual
