Brand,Price (Rp),Location,Rating,Sold
Lenovo,10929000,Jakarta Pusat,5.0,100
Asus,12397000,Jakarta Utara,5.0,15
Acer,1500000,Malang,0,0
Acer,13299000,Jakarta Timur,5.0,15
Hp,1850000,Bekasi,0,1
Lenovo,3200000,Jakarta Utara,5.0,28
Acer,4689000,Jakarta Selatan,5.0,100
Hp,10299000,Jakarta Utara,4.9,30
Asus,10799000,Jakarta Utara,5.0,100
Lenovo,2100000,Kab. Bekasi,4.7,13
Asus,7500000,Bandung,5.0,1
Hp,600000,Kab. Bekasi,4.8,60
Lenovo,3699999,Jakarta Barat,4.9,250
Dell,25999000,Bandung,5.0,3
Asus,8500000,Jakarta Barat,5.0,5
Lenovo,2649999,Jakarta Barat,4.9,40
Lenovo,3990000,Jakarta Utara,4.9,100
Hp,11799000,Jakarta Selatan,4.9,100
Lenovo,16999000,Jakarta Utara,5.0,30
Lenovo,11699000,Jakarta Utara,5.0,40
Dell,3290000,Jakarta Pusat,5.0,100
Lenovo,4379000,Surabaya,5.0,40
Asus,7935000,Jakarta Pusat,4.9,500
Asus,9299000,Jakarta Pusat,0,0
Lenovo,4379000,Kab. Karawang,0,5
Hp,5399000,Jakarta Barat,5.0,100
Lenovo,4479000,Jakarta Utara,5.0,7
Advan,6825000,Jakarta Utara,5.0,100
Asus,9699000,Tangerang Selatan,0,0
Asus,6910000,Jakarta Pusat,0,1
Lenovo,6899000,Jakarta Selatan,4.8,29
Dell,110000000,Jakarta Pusat,0,0
Lenovo,8999000,Jakarta Selatan,5.0,8
Lenovo,4799000,Jakarta Utara,5.0,4
Hp,6399000,Jakarta Utara,5.0,250
Lenovo,6349000,Surabaya,5.0,30
Dell,2800000,Jakarta Pusat,5.0,100
Lenovo,6899000,Jakarta Utara,4.7,250
Axioo,8399000,Depok,5.0,6
Lenovo,2450000,Jakarta Pusat,4.8,13
Infinix,6799000,Jakarta Pusat,4.9,250
Lenovo,2749000,Jakarta Pusat,4.8,500
Lenovo,12699000,Jakarta Utara,5.0,19
Acer,5368146,Surabaya,5.0,6
Lenovo,5549000,Jakarta Utara,5.0,750
Asus,7049000,Jakarta Pusat,4.9,100
Lenovo,13654000,Tasikmalaya,0,0
Msi,10199000,Jakarta Pusat,5.0,15
Asus,12299000,Jakarta Utara,4.9,250
Axioo,3305000,Malang,5.0,1
Msi,114999000,Jakarta Pusat,0,2
Fujitsu,5190000,Batam,5.0,2
Lenovo,5549000,Jakarta Utara,5.0,250
Dell,14099000,Jakarta Pusat,5.0,250
Lenovo,17489000,Jakarta Pusat,0,2
Lenovo,3600000,Bandung,0,0
Hp,4100000,Kab. Bekasi,0,0
Asus,13399000,Jakarta Utara,5.0,100
Lenovo,8139000,Jakarta Utara,4.9,100
Asus,5399000,Jakarta Pusat,4.8,100
Asus,5899000,Jakarta Pusat,4.9,100
Asus,10879000,Makassar,0,0
Axioo,7649000,Surabaya,5.0,30
Asus,7400000,Jakarta Pusat,5.0,21
Hp,1100000,Jakarta Pusat,5.0,16
Advan,6999000,Kab. Tangerang,4.9,100
Acer,12899000,Jakarta Utara,0,0
Asus,9359000,Jakarta Pusat,5.0,100
Asus,4776000,Makassar,5.0,5
Asus,4149000,Bekasi,5.0,60
Lenovo,4299000,Jakarta Barat,4.9,100
Asus,7499000,Jakarta Utara,5.0,90
Acer,2300000,Malang,0,1
Hp,3150000,Surabaya,5.0,2
Asus,3951000,Jakarta Pusat,5.0,1000
Msi,7349000,Jakarta Barat,5.0,1
Lenovo,3250000,Medan,0,5
Acer,8135770,Jakarta Pusat,4.9,100
Axioo,4229000,Jakarta Utara,5.0,100
Lenovo,3700000,Tangerang Selatan,5.0,9
Asus,5689000,Jakarta Selatan,5.0,16
Lenovo,4379000,Surabaya,5.0,30
Lenovo,6949000,Jakarta Utara,4.9,1000
Asus,7499000,Jakarta Utara,4.8,40
Asus,14469000,Jakarta Selatan,5.0,100
Asus,5805000,Jakarta Pusat,5.0,100
Dell,4000000,Jakarta Pusat,0,0
Hp,7099000,Jakarta Utara,5.0,80
Lenovo,6579000,Jakarta Selatan,5.0,2000
Lenovo,6650000,Jakarta Barat,5.0,4
Dell,1300000,Jakarta Barat,4.8,60
Hp,2500000,Jakarta Barat,4.7,100
Lenovo,4999000,Jakarta Barat,5.0,90
Acer,3300000,Malang,0,0
Dell,6150000,Cirebon,0,0
Lenovo,2250000,Malang,0,0
Samsung,14899000,Jakarta Utara,4.8,40
Axioo,550000,Jakarta Barat,4.9,40
Lenovo,2390000,Jakarta Pusat,5.0,30
Asus,9429000,Jakarta Utara,5.0,500
Hp,3499999,Bandung,4.7,15
Asus,9599000,Jakarta Utara,5.0,100
Asus,10419000,Jakarta Pusat,4.8,250
Lenovo,2850000,Yogyakarta,5.0,8
Lenovo,5549000,Jakarta Utara,5.0,250
Axioo,1950000,Malang,4.0,2
Advan,2999000,Jakarta Utara,5.0,100
Asus,12999000,Bandung,5.0,1
Axioo,2749000,Jakarta Selatan,5.0,1000
Lenovo,14499000,Jakarta Pusat,5.0,18
Dell,105000,Jakarta Pusat,0,1
Advan,2348000,Jakarta Utara,5.0,100
Lenovo,1600000,Yogyakarta,5.0,50
Lenovo,2759000,Kab. Sleman,0,1
Hp,5349000,Jakarta Utara,5.0,100
Lenovo,2500000,Jakarta Barat,5.0,4
Lenovo,6789000,Jakarta Utara,4.9,250
Lenovo,7799000,Jakarta Selatan,5.0,40
Acer,16599000,Surabaya,0,0
Lenovo,9899000,Jakarta Utara,4.9,100
Lenovo,1700000,Jakarta Utara,4.9,100
Dell,1800000,Jakarta Barat,4.8,250
Lenovo,4379000,Jakarta Utara,5.0,100
Amoli,3430000,Jakarta Barat,4.9,1000
Msi,9299000,Jakarta Pusat,5.0,7
Lenovo,6999000,Jakarta Utara,4.8,90
Asus,17500000,Kab. Lebak,0,2
Hp,3900000,Jakarta Barat,5.0,80
Asus,7199000,Jakarta Selatan,5.0,10
Dell,185399000,Tangerang,0,0
Lenovo,3500000,Jakarta Pusat,5.0,250
Lenovo,6399000,Jakarta Barat,5.0,100
Msi,9899000,Jakarta Pusat,5.0,100
Lenovo,6950000,Jakarta Utara,5.0,21
Asus,8499000,Jakarta Pusat,4.9,60
Lenovo,1500000,Malang,0,0
Axioo,4199000,Jakarta Utara,5.0,500
Asus,3779000,Jakarta Utara,5.0,500
Asus,3690900,Jakarta Pusat,0,1
Lenovo,11189000,Jakarta Pusat,5.0,100
Asus,7499000,Jakarta Pusat,5.0,2
Acer,2200000,Jakarta Pusat,5.0,24
Lenovo,13799000,Jakarta Utara,5.0,100
Hp,5599000,Jakarta Utara,5.0,4
Asus,7231000,Jakarta Pusat,5.0,80
Lenovo,21500000,Depok,0,0
Lenovo,4399000,Pontianak,0,0
Asus,5899000,Jakarta Utara,5.0,500
Asus,2700000,Jakarta Barat,4.9,100
Asus,24899000,Jakarta Pusat,5.0,9
Axioo,3155000,Malang,0,0
Advan,4677000,Jakarta Pusat,4.9,90
Asus,5099000,Depok,0,0
Hp,10000000,Jakarta Pusat,5.0,19
Lenovo,2000000,Jakarta Barat,4.7,100
Asus,5908000,Jakarta Pusat,5.0,100
Hp,4500000,Bekasi,0,0
Hp,15549000,Jakarta Pusat,4.9,100
Lenovo,4379000,Jakarta Utara,4.9,100
Hp,11889000,Jakarta Utara,4.9,500
Asus,8032000,Jakarta Utara,5.0,17
Tecno,5999000,Jakarta Selatan,5.0,100
Lenovo,1345000,Malang,5.0,2
Asus,11299000,Jakarta Barat,5.0,8
Lenovo,1550000,Surabaya,4.9,100
Lenovo,11449000,Jakarta Selatan,5.0,4
Hp,9935000,Jakarta Utara,5.0,14
Lenovo,3250000,Jakarta Barat,0,1
Infinix,7199000,Jakarta Pusat,4.8,100
Advan,2899000,Kab. Tangerang,4.9,3000
Asus,4619000,Denpasar,4.9,50
Asus,8339000,Jakarta Utara,5.0,40
Fujitsu,4090000,Jakarta Pusat,5.0,100
Asus,6149000,Medan,5.0,4
Asus,14999000,Bekasi,5.0,1
Lenovo,3299999,Bandung,5.0,2
Asus,1650000,Jakarta Barat,4.2,30
Asus,3990000,Jakarta Pusat,4.7,30
Zyrex,3699000,Jakarta Utara,4.9,100
Apple,10450000,Kab. Tangerang,5.0,50
Asus,3900000,Jakarta Pusat,5.0,22
Lenovo,5352000,Tangerang Selatan,0,1
Lenovo,11499000,Jakarta Pusat,4.9,100
Lenovo,1700000,Jakarta Utara,5.0,40
Axioo,4479000,Jakarta Selatan,5.0,90
Lenovo,1600000,Jakarta Utara,4.9,500
Hp,2500000,Jakarta Barat,4.8,70
Lenovo,4999000,Jakarta Barat,5.0,90
Lenovo,24599000,Jakarta Pusat,5.0,8
Apple,7000000,Surabaya,4.9,12
Asus,17932100,Jakarta Pusat,0,0
Acer,2300000,Tangerang,0,0
Asus,1650000,Jakarta Barat,3.8,12
Hp,1830000,Jakarta Barat,5.0,21
Acer,4949000,Jakarta Timur,5.0,14
Asus,6999000,Jakarta Timur,5.0,90
Asus,8148000,Jakarta Utara,0,1
Lenovo,4399000,Jakarta Barat,5.0,90
Asus,10469000,Jakarta Pusat,5.0,3
Asus,7250000,Jakarta Pusat,4.9,21
Asus,8200000,Medan,0,1
Acer,7789000,Surabaya,5.0,100
Acer,1700000,Bandung,4.8,100
Advan,4677000,Jakarta Pusat,5.0,80
Lenovo,1350000,Jakarta Barat,4.9,250
Axioo,2489000,Surabaya,5.0,23
Dell,5349000,Jakarta Pusat,5.0,50
Asus,1350000,Jakarta Barat,4.7,40
Asus,7499000,Jakarta Utara,4.7,100
Advan,21600000,Jakarta Pusat,0,0
Advan,7049000,Jakarta Pusat,4.9,50
Axioo,2449000,Jakarta Utara,5.0,100
Acer,2200000,Jakarta Barat,4.5,70
Zyrex,3999000,Jakarta Selatan,4.9,100
Hp,7793000,Jakarta Utara,5.0,250
Msi,3700000,Tangerang,0,0
Asus,3599000,Jakarta Pusat,5.0,27
Lenovo,2500000,Kab. Tangerang,5.0,750
Lenovo,3699000,Jakarta Pusat,5.0,6
Asus,15599000,Jakarta Selatan,5.0,100
Lenovo,3040000,Bandung,5.0,3
Acer,4669000,Jakarta Utara,4.9,100
Hp,5599000,Jakarta Selatan,5.0,100
Lenovo,41699000,Jakarta Utara,5.0,16
Lenovo,5899000,Surabaya,5.0,100
Lenovo,12699000,Jakarta Utara,0,20
Microsoft,9599000,Bekasi,5.0,20
Dell,4500000,Jakarta Barat,5.0,2
Hp,8499000,Jakarta Pusat,5.0,250
Axioo,2449000,Jakarta Utara,4.8,100
Lenovo,8999000,Jakarta Utara,4.6,60
Asus,7179000,Jakarta Utara,5.0,750
Lenovo,4439000,Jakarta Selatan,5.0,23
Dell,1500000,Bandung,5.0,1
Asus,5099000,Jakarta Selatan,0,0
Axioo,3800000,Malang,0,0
Lenovo,15399000,Jakarta Utara,5.0,40
Lenovo,1900000,Jakarta Barat,4.7,70
Hp,9549000,Jakarta Utara,5.0,100
Axioo,5349000,Jakarta Selatan,4.9,100
Lenovo,1550000,Malang,5.0,4
Asus,7399000,Bandung,5.0,3
Asus,2200000,Kab. Kotawaringin Barat,0,0
Asus,7499000,Jakarta Utara,4.9,250
Asus,5689000,Jakarta Utara,4.9,250
Asus,15099000,Jakarta Pusat,5.0,2
Asus,6949000,Bandung,5.0,100
Lenovo,8999000,Jakarta Utara,4.7,100
Asus,5689000,Jakarta Utara,4.9,100
Hp,7799000,Jakarta Pusat,5.0,1
Asus,20869000,Jakarta Utara,5.0,30
Lenovo,150000,Pekanbaru,0,0
Acer,6879000,Jakarta Utara,5.0,50
Fujitsu,4490000,Jakarta Pusat,4.9,100
Acer,6879000,Jakarta Utara,5.0,26
Axioo,2769000,Denpasar,5.0,60
Lenovo,4479000,Jakarta Utara,4.8,500
Msi,8799000,Tangerang,5.0,2
Asus,20199000,Jakarta Pusat,5.0,250
Lenovo,8144000,Jakarta Pusat,4.9,500
Asus,6200000,Bandung,0,1
Asus,5895000,Bandung,0,1
Asus,4639200,Jakarta Barat,4.8,13
Lenovo,5579000,Jakarta Utara,4.9,100
Lenovo,5549000,Jakarta Utara,5.0,1000
Hp,9549000,Jakarta Utara,5.0,3
Asus,10949000,Jakarta Utara,4.9,100
Asus,4000000,Tangerang,0,0
Lenovo,6899000,Jakarta Utara,5.0,100
Lenovo,3399000,Jakarta Pusat,5.0,7
Advan,4599000,Kab. Tangerang,4.9,750
Lenovo,7799000,Jakarta Utara,5.0,8
Lenovo,4100000,Jakarta Pusat,5.0,100
Axioo,5399000,Jakarta Utara,5.0,500
Advan,7499000,Kab. Tangerang,4.9,250
Asus,3499000,Jakarta Selatan,0,1
Lenovo,5713837,Jakarta Pusat,5.0,19
Axioo,2875000,Medan,5.0,16
Asus,5652000,Jakarta Pusat,4.9,750
Lenovo,6399000,Jakarta Barat,0,0
Hp,16199000,Jakarta Utara,5.0,100
Lenovo,3399000,Jakarta Barat,5.0,250
Axioo,1505000,Malang,0,0
Asus,6240000,Medan,5.0,40
Hp,1700000,Bandung,4.8,100
Lenovo,1400000,Bandung,4.9,90
Infinix,5399000,Jakarta Utara,4.9,500
Lenovo,5129000,Denpasar,5.0,5
Lenovo,3200000,Surabaya,5.0,40
Lenovo,13399000,Jakarta Utara,5.0,30
Acer,4689000,Surabaya,5.0,20
Toshiba,1888888,Jakarta Pusat,4.3,30
Lenovo,3200000,Surabaya,5.0,40
Acer,4689000,Surabaya,5.0,20
Lenovo,13399000,Jakarta Utara,5.0,30
Hp,7099000,Jakarta Utara,5.0,250
Toshiba,1888888,Jakarta Pusat,4.3,30
Hp,13820000,Jakarta Pusat,0,0
Lenovo,3699000,Jakarta Pusat,5.0,6
Hp,15899000,Tangerang Selatan,0,1
Lenovo,5000000,Jakarta Barat,5.0,3
Lenovo,5579000,Jakarta Utara,4.9,750
Asus,7399000,Jakarta Pusat,0,4
Chuwi,6499000,Jakarta Barat,5.0,250
Lenovo,5249000,Jakarta Utara,4.9,250
Dell,850000,Jakarta Utara,4.6,250
Lenovo,9899000,Jakarta Utara,5.0,500
Lenovo,2800000,Jakarta Utara,4.9,100
Axioo,8099000,Jakarta Utara,5.0,80
Asus,5755000,Denpasar,5.0,7
Axioo,2449000,Jakarta Utara,5.0,90
Lenovo,5999000,Kab. Bogor,5.0,100
Toshiba,1850000,Jakarta Pusat,5.0,100
Asus,7550000,Jakarta Utara,5.0,3
Asus,13499000,Jakarta Utara,5.0,250
Zyrex,2399000,Jakarta Utara,5.0,100
Lenovo,9759000,Jakarta Selatan,5.0,70
Hp,999000,Tangerang,4.7,100
Acer,2200000,Jakarta Barat,5.0,250
Asus,3779000,Jakarta Utara,4.9,500
Toshiba,1825000,Surabaya,4.7,8
Lenovo,2799000,Jakarta Pusat,5.0,11
Asus,5689000,Bogor,5.0,70
Lenovo,13099000,Jakarta Utara,5.0,15
Acer,13499000,Jakarta Utara,0,0
Infinix,5399000,Jakarta Utara,4.9,250
Infinix,5419000,Jakarta Pusat,5.0,250
Lenovo,5599000,Denpasar,5.0,30
Apple,11999000,Denpasar,5.0,1
Axioo,3380000,Malang,0,0
Acer,3700000,Tangerang,0,0
Acer,9199000,Jakarta Utara,5.0,50
Axioo,4199000,Jakarta Utara,5.0,100
Hp,13910000,Jakarta Utara,4.8,100
Hp,1500000,Jakarta Utara,4.5,17
Lenovo,19999000,Jakarta Pusat,4.8,100
Asus,10999000,Surabaya,0,1
Asus,3849000,Jakarta Utara,5.0,100
Lenovo,2800000,Jakarta Barat,5.0,250
Axioo,2749000,Denpasar,5.0,2
Lenovo,9489000,Jakarta Utara,5.0,90
Asus,5889000,Jakarta Utara,5.0,100
Asus,11099000,Jakarta Pusat,0,0
Lenovo,3499999,Bandung,0,0
Axioo,2499000,Bandung,5.0,2
Asus,1800000,Jakarta Barat,4.6,10
Asus,8039000,Jakarta Selatan,5.0,6
Lenovo,8775000,Tangerang,5.0,40
Asus,10469000,Depok,5.0,4
Axioo,2769000,Denpasar,5.0,40
Lenovo,8179000,Jakarta Pusat,5.0,500
Axioo,2449000,Jakarta Utara,4.9,250
Asus,3849000,Jakarta Utara,5.0,100
Lenovo,2000000,Bandung,4.9,1000
Asus,1700000,Jakarta Barat,4.6,500
Lenovo,9499000,Jakarta Utara,5.0,21
Lenovo,19999000,Jakarta Barat,0,0
Asus,5679000,Jakarta Utara,5.0,1000
Infinix,5399000,Jakarta Pusat,5.0,90
Advan,2499000,Jakarta Utara,5.0,100
Lenovo,13599000,Jakarta Utara,5.0,9
Infinix,5226000,Jakarta Pusat,4.9,1000
Zyrex,3349000,Jakarta Utara,4.8,90
Lenovo,2200000,Jakarta Pusat,4.9,250
Hp,8499000,Jakarta Pusat,5.0,100
Dell,6999000,Jakarta Pusat,5.0,100
Lenovo,11049000,Surabaya,0,0
Hp,9099000,Jakarta Pusat,5.0,2
Lenovo,10249000,Surabaya,5.0,7
Lenovo,6069000,Jakarta Utara,5.0,250
Dell,2600000,Jakarta Pusat,4.9,100
Lenovo,5599000,Denpasar,5.0,16
Lenovo,4250000,Jakarta Barat,4.9,100
Lenovo,8999000,Jakarta Pusat,5.0,90
Lenovo,1700000,Pekanbaru,0,0
Lenovo,2590000,Jakarta Utara,5.0,22
Asus,7499000,Jakarta Utara,4.8,250
Asus,4799000,Bandung,5.0,2
Lenovo,10999000,Jakarta Pusat,5.0,5
Advan,2999000,Kab. Tangerang,4.8,100
Advan,6999000,Kab. Tangerang,4.9,1000
Asus,4804000,Jakarta Pusat,5.0,100
Lenovo,6899000,Jakarta Utara,4.9,100
Advan,6649000,Jakarta Utara,5.0,100
Asus,8149000,Jakarta Timur,4.8,28
Asus,22999000,Jakarta Utara,0,0
Axioo,2498000,Jakarta Pusat,4.9,100
Asus,11184000,Jakarta Pusat,5.0,100
Lenovo,6899000,Jakarta Utara,4.9,250
Lenovo,900000,Jakarta Pusat,5.0,5
Asus,5954800,Medan,0,0
Acer,4899000,Jakarta Barat,5.0,19
Asus,6349000,Jakarta Pusat,5.0,100
Advan,2200000,Surabaya,4.9,100
Asus,11949000,Jakarta Pusat,4.9,100
Lenovo,3000000,Jakarta Utara,5.0,100
Advan,2339000,Jakarta Selatan,5.0,250
Asus,5689000,Jakarta Pusat,5.0,100
Lenovo,5800000,Bandung,5.0,1
Axioo,4199000,Jakarta Utara,5.0,100
Lenovo,8149000,Jakarta Utara,4.9,750
Zyrex,4199000,Jakarta Utara,4.9,90
Lenovo,17340000,Jakarta Pusat,5.0,100
Lenovo,2050000,Jakarta Barat,4.6,40
Msi,8099000,Jakarta Pusat,5.0,80
Hp,1709000,Kab. Sleman,0,1
Lenovo,2400000,Jakarta Utara,5.0,100
Advan,4399000,Jakarta Utara,5.0,100
Lenovo,8179000,Jakarta Utara,5.0,100
Lenovo,8179000,Jakarta Utara,5.0,100
Dell,1999000,Jakarta Barat,0,1
Lenovo,3600000,Pontianak,0,0
Apple,14399000,Jakarta Selatan,5.0,2
Lenovo,3000000,Bandung,5.0,1
Asus,7399000,Jakarta Utara,5.0,250
Lenovo,4949000,Makassar,5.0,8
Asus,9849000,Jakarta Utara,5.0,100
Acer,5629000,Jakarta Utara,5.0,100
Asus,7399000,Kab. Tangerang,0,0
Hp,7099000,Jakarta Utara,5.0,100
Lenovo,3050000,Bandung,5.0,100
Zyrex,2399000,Bekasi,0,0
Lenovo,4449000,Jakarta Utara,5.0,250
Dell,2900000,Bandung,4.9,100
Acer,4669000,Jakarta Pusat,5.0,750
Advan,2999000,Kab. Tangerang,4.9,500
Lenovo,2799999,Jakarta Barat,5.0,50
Asus,6169000,Denpasar,5.0,1
Lenovo,4379000,Jakarta Utara,4.9,100
Amoli,2800000,Jakarta Barat,4.9,2000
Lenovo,1899000,Jakarta Barat,4.9,100
Msi,9900000,Kab. Bogor,0,0
Asus,25299000,Jakarta Pusat,4.9,100
Lenovo,14699000,Jakarta Pusat,4.8,90
Acer,4999,Jakarta Utara,5.0,5
Asus,6149000,Denpasar,5.0,22
Hp,6489000,Jakarta Utara,4.9,100
Asus,6121000,Surabaya,5.0,30
Asus,5805000,Jakarta Pusat,5.0,100
Asus,8449000,Kab. Karawang,5.0,4
Acer,10399000,Jakarta Selatan,5.0,5
Hp,6399000,Jakarta Utara,5.0,250
Lenovo,4355000,Semarang,5.0,7
Axioo,4199000,Jakarta Selatan,5.0,40
Lenovo,6899000,Jakarta Utara,4.9,100
Acer,12849000,Jakarta Utara,0,1
Asus,2090000,Jakarta Timur,5.0,10
Apple,10559000,Jakarta Pusat,5.0,100
Dell,13499000,Jakarta Utara,4.9,100
Hp,1400000,Kab. Bekasi,4.5,70
Axioo,2489000,Surabaya,0,0
Apple,1890000,Jakarta Utara,4.9,21
Lenovo,4279000,Depok,5.0,11
Lenovo,39999000,Jakarta Selatan,0,0
Apple,19999000,Bandung,5.0,60
Hp,1700000,Kab. Bekasi,4.3,6
Hp,5599000,Jakarta Barat,5.0,100
Lenovo,10249000,Jakarta Utara,5.0,750
Asus,300000,Bekasi,0,0
Axioo,4229000,Jakarta Pusat,4.9,2000
Asus,9899000,Jakarta Utara,4.9,100
Asus,6249000,Jakarta Pusat,5.0,30
Lenovo,6345000,Semarang,0,0
Asus,107000000,Jakarta Timur,0,0
Axioo,4199000,Depok,0,2
Apple,800000,Jakarta Selatan,0,1
Asus,5959000,Jakarta Utara,4.9,250
Asus,6725000,Jakarta Pusat,5.0,250
Asus,9399000,Malang,0,1
Dell,6250000,Jakarta Barat,5.0,70
Asus,1250000,Jakarta Barat,4.9,23
Asus,3849000,Medan,0,1
Hp,3299999,Jakarta Barat,4.9,19
Axioo,6599000,Jakarta Selatan,5.0,100
Asus,6169000,Denpasar,5.0,3
Infinix,5599000,Jakarta Pusat,5.0,250
Asus,14999000,Tangerang Selatan,5.0,1
Axioo,5389000,Jakarta Selatan,5.0,80
Lenovo,8149000,Jakarta Utara,4.9,100
Acer,8129000,Jakarta Utara,5.0,100
Lenovo,1850000,Jakarta Barat,4.9,1000
Asus,5500000,Tangerang,0,0
Lenovo,14949000,Depok,5.0,1
Lenovo,3200000,Bandung,4.5,6
Lenovo,2850000,Jakarta Utara,5.0,1
Lenovo,3900000,Jakarta Barat,4.9,250
Lenovo,1856250,Jakarta Barat,4.8,100
Msi,88799000,Jakarta Selatan,0,0
Dell,8399000,Jakarta Pusat,5.0,1
Apple,6400000,Batam,5.0,4
Lenovo,4490000,Jakarta Pusat,4.8,40
Acer,7199000,Jakarta Utara,5.0,100
Lenovo,4900000,Jakarta Barat,5.0,500
Lenovo,2000,Surabaya,0,0
Msi,5299000,Jakarta Utara,5.0,8
Dell,4550000,Jakarta Pusat,5.0,18
Lenovo,4100000,Bandung,0,0
Lenovo,2550000,Jakarta Pusat,5.0,30
Hp,7746000,Surabaya,0,0
Lenovo,3299999,Jakarta Barat,5.0,30
Hp,5523000,Makassar,5.0,3
Asus,6849000,Jakarta Pusat,4.9,100
Lenovo,1550000,Bandung,5.0,100
Axioo,2449000,Jakarta Utara,4.9,2000
Lenovo,6949000,Jakarta Utara,4.9,100
Asus,11539000,Jakarta Pusat,4.6,100
Axioo,3049000,Jakarta Utara,4.9,70
Dell,5000000,Bogor,0,0
Asus,3849000,Jakarta Utara,4.9,1000
Lenovo,1990000,Jakarta Pusat,5.0,500
Asus,8505000,Jakarta Pusat,5.0,100
Hp,15490000,Tangerang Selatan,0,0
Spc,3749000,Jakarta Pusat,5.0,100
Lenovo,6069000,Depok,5.0,5
Lenovo,4750000,Jakarta Barat,4.9,100
Lenovo,4379000,Jakarta Utara,5.0,250
Lenovo,14499000,Jakarta Utara,5.0,30
Acer,7199000,Jakarta Selatan,4.0,2
Lenovo,2150000,Jakarta Utara,4.7,8
Asus,8235000,Jakarta Pusat,4.8,250
Lenovo,6499000,Jakarta Barat,5.0,500
Hp,4859000,Jakarta Utara,5.0,250
Acer,8850000,Pontianak,0,0
Hp,5849000,Depok,0,0
Asus,5709000,Denpasar,4.8,18
Asus,7729000,Jakarta Pusat,5.0,9
Asus,4745000,Denpasar,5.0,2
Zyrex,2399000,Surabaya,0,1
